Name,API Name,Instance Memory,vCPUs,Memory per vCPU,GPUs,Storage,Linux On Demand cost,Linux Savings Plan,Linux Reserved cost,Linux Spot cost,Windows On Demand cost,Windows Savings Plan,Windows Reserved cost,Windows Spot cost
DS1 v2,DS1 v2,3.5 GiB,1,3.5 GiB/vCPU,0,7 GiB,$0.073 hourly,,,$0.0135 hourly,$0.119 hourly,,,$0.0222 hourly
DS2 v2,DS2 v2,7 GiB,2,3.5 GiB/vCPU,0,14 GiB,$0.146 hourly,,,$0.027 hourly,$0.238 hourly,,,$0.0445 hourly
DS3 v2,DS3 v2,14 GiB,4,3.5 GiB/vCPU,0,28 GiB,$0.293 hourly,,,$0.0541 hourly,$0.476 hourly,,,$0.0889 hourly
DS4 v2,DS4 v2,28 GiB,8,3.5 GiB/vCPU,0,56 GiB,$0.585 hourly,,,$0.1081 hourly,$0.952 hourly,,,$0.1778 hourly
DS5 v2,DS5 v2,56 GiB,16,3.5 GiB/vCPU,0,112 GiB,$1.17 hourly,,,$0.2162 hourly,$1.904 hourly,,,$0.3557 hourly
E104ids v5,E104ids v5,672 GiB,104,6.46 GiB/vCPU,0,3800 GiB,$8.237 hourly,,,$1.8476 hourly,$13.021 hourly,,,$3.0482 hourly
E104id v5,E104id v5,672 GiB,104,6.46 GiB/vCPU,0,3800 GiB,$8.237 hourly,,,$1.8476 hourly,$13.021 hourly,,,$3.0482 hourly
E104is v5,E104is v5,672 GiB,104,6.46 GiB/vCPU,0,0 GiB,$7.207 hourly,,,$1.7765 hourly,$11.991 hourly,,,$2.957 hourly
E104i v5,E104i v5,672 GiB,104,6.46 GiB/vCPU,0,0 GiB,$7.207 hourly,,,$1.7765 hourly,$11.991 hourly,,,$2.957 hourly
E112ibds v5,E112ibds v5,672 GiB,112,6 GiB/vCPU,0,3800 GiB,$10.287 hourly,,,$2.3074 hourly,$15.439 hourly,,,$3.6143 hourly
E112ibs v5,E112ibs v5,672 GiB,112,6 GiB/vCPU,0,0 GiB,$9.178 hourly,,,$2.2624 hourly,$14.33 hourly,,,$3.5338 hourly
E128-64s v6,E128-64s v6,1024 GiB,128,8 GiB/vCPU,0,0 GiB,$9.293 hourly,,,$1.7173 hourly,$16.353 hourly,,,$3.022 hourly
E128ads v7,E128ads v7,1024 GiB,128,8 GiB/vCPU,0,7040 GiB,$9.293 hourly,,,$1.7173 hourly,$9.293 hourly,,,$1.7173 hourly
E128as v7,E128as v7,1024 GiB,128,8 GiB/vCPU,0,0 GiB,$7.629 hourly,,,$1.4098 hourly,$13.517 hourly,,,$2.4979 hourly
E128bds v6,E128bds v6,1024 GiB,128,8 GiB/vCPU,0,7040 GiB,$12.506 hourly,,,$2.5012 hourly,$18.394 hourly,,,$3.6788 hourly
E128bs v6,E128bs v6,1024 GiB,128,8 GiB/vCPU,0,0 GiB,$11.162 hourly,,,$2.0627 hourly,$17.05 hourly,,,$3.1508 hourly
E128ds v6,E128ds v6,1024 GiB,128,8 GiB/vCPU,0,7040 GiB,$10.465 hourly,,,$1.9339 hourly,$16.353 hourly,,,$3.022 hourly
E128ds v7,E128ds v7,1024 GiB,128,8 GiB/vCPU,0,7040 GiB,,,,,,,,
E128nds v6,E128nds v6,1024 GiB,128,8 GiB/vCPU,0,7040 GiB,$13.71 hourly,,,$2.5336 hourly,$19.598 hourly,,,$3.6217 hourly
E128ns v6,E128ns v6,1024 GiB,128,8 GiB/vCPU,0,0 GiB,$11.092 hourly,,,$2.0498 hourly,$16.98 hourly,,,$3.1379 hourly
E128s v6,E128s v6,1024 GiB,128,8 GiB/vCPU,0,0 GiB,$8.467 hourly,,,$1.5647 hourly,$14.355 hourly,,,$2.6528 hourly
E128s v7,E128s v7,1024 GiB,128,8 GiB/vCPU,0,0 GiB,,,,,,,,
E16-8s v6,E16-8s v6,128 GiB,16,8 GiB/vCPU,0,0 GiB,$1.152 hourly,,,$0.2584 hourly,$1.888 hourly,,,$0.442 hourly
E160ads v7,E160ads v7,1280 GiB,160,8 GiB/vCPU,0,8800 GiB,$11.616 hourly,,,$2.1466 hourly,,,,
E160as v7,E160as v7,1280 GiB,160,8 GiB/vCPU,0,0 GiB,$9.536 hourly,,,$1.7623 hourly,,,,
E16ads v5,E16ads v5,128 GiB,16,8 GiB/vCPU,0,600 GiB,$1.048 hourly,,,$0.1937 hourly,$1.784 hourly,,,$0.3297 hourly
E16ads v6,E16ads v6,128 GiB,16,8 GiB/vCPU,0,880 GiB,$1.162 hourly,,,$0.2278 hourly,$1.898 hourly,,,$0.372 hourly
E16ads v7,E16ads v7,128 GiB,16,8 GiB/vCPU,0,880 GiB,$1.162 hourly,,,$0.2147 hourly,$1.898 hourly,,,$0.3508 hourly
E16as v4,E16as v4,128 GiB,16,8 GiB/vCPU,0,256 GiB,$1.008 hourly,,,$0.1863 hourly,$1.744 hourly,,,$0.3223 hourly
E16as v5,E16as v5,128 GiB,16,8 GiB/vCPU,0,0 GiB,$0.904 hourly,,,$0.1671 hourly,$1.64 hourly,,,$0.3031 hourly
E16as v6,E16as v6,128 GiB,16,8 GiB/vCPU,0,0 GiB,$0.954 hourly,,,$0.187 hourly,$1.69 hourly,,,$0.3312 hourly
E16as v7,E16as v7,128 GiB,16,8 GiB/vCPU,0,0 GiB,$0.954 hourly,,,$0.1763 hourly,$1.69 hourly,,,$0.3123 hourly
E16a v4,E16a v4,128 GiB,16,8 GiB/vCPU,0,400 GiB,$1.008 hourly,,,$0.1863 hourly,$1.744 hourly,,,$0.3223 hourly
E16bds v5,E16bds v5,128 GiB,16,8 GiB/vCPU,0,600 GiB,$1.336 hourly,,,$0.2997 hourly,$2.072 hourly,,,$0.4851 hourly
E16bds v6,E16bds v6,128 GiB,16,8 GiB/vCPU,0,880 GiB,$1.563 hourly,,,$0.2888 hourly,$2.299 hourly,,,$0.4249 hourly
E16bs v5,E16bs v5,128 GiB,16,8 GiB/vCPU,0,0 GiB,$1.192 hourly,,,$0.2938 hourly,$1.928 hourly,,,$0.4754 hourly
E16bs v6,E16bs v6,128 GiB,16,8 GiB/vCPU,0,0 GiB,$1.395 hourly,,,$0.279 hourly,$2.131 hourly,,,$0.4262 hourly
E16ds v4,E16ds v4,128 GiB,16,8 GiB/vCPU,0,600 GiB,$1.152 hourly,,,$0.2534 hourly,$1.888 hourly,,,$0.4386 hourly
E16ds v5,E16ds v5,128 GiB,16,8 GiB/vCPU,0,600 GiB,$1.152 hourly,,,$0.2584 hourly,$1.888 hourly,,,$0.442 hourly
E16ds v6,E16ds v6,128 GiB,16,8 GiB/vCPU,0,880 GiB,$1.308 hourly,,,$0.2417 hourly,$2.044 hourly,,,$0.3777 hourly
E16ds v7,E16ds v7,128 GiB,16,8 GiB/vCPU,0,880 GiB,,,,,,,,
E16d v4,E16d v4,128 GiB,16,8 GiB/vCPU,0,600 GiB,$1.152 hourly,,,$0.2534 hourly,$1.888 hourly,,,$0.4386 hourly
E16d v5,E16d v5,128 GiB,16,8 GiB/vCPU,0,600 GiB,$1.152 hourly,,,$0.2584 hourly,$1.888 hourly,,,$0.442 hourly
E16nds v6,E16nds v6,128 GiB,16,8 GiB/vCPU,0,880 GiB,$1.714 hourly,,,$0.3167 hourly,$2.45 hourly,,,$0.4528 hourly
E16ns v6,E16ns v6,128 GiB,16,8 GiB/vCPU,0,0 GiB,$1.386 hourly,,,$0.2561 hourly,$2.122 hourly,,,$0.3921 hourly
Standard E16pds v5,E16pds v5,128 GiB,16,8 GiB/vCPU,0,600 GiB,$0.922 hourly,,,$0.1704 hourly,,,,
Standard E16pds v6,E16pds v6,128 GiB,16,8 GiB/vCPU,0,880 GiB,$0.936 hourly,,,$0.2448 hourly,,,,
Standard E16ps v5,E16ps v5,128 GiB,16,8 GiB/vCPU,0,0 GiB,$0.806 hourly,,,$0.1489 hourly,,,,
Standard E16ps v6,E16ps v6,128 GiB,16,8 GiB/vCPU,0,0 GiB,$0.738 hourly,,,$0.193 hourly,,,,
E16s v3,E16s v3,128 GiB,16,8 GiB/vCPU,0,256 GiB,$1.008 hourly,,,$0.1863 hourly,$1.744 hourly,,,$0.3223 hourly
E16s v4,E16s v4,128 GiB,16,8 GiB/vCPU,0,0 GiB,$1.008 hourly,,,$0.2485 hourly,$1.744 hourly,,,$0.4301 hourly
E16s v5,E16s v5,128 GiB,16,8 GiB/vCPU,0,0 GiB,$1.008 hourly,,,$0.2485 hourly,$1.744 hourly,,,$0.4301 hourly
E16s v6,E16s v6,128 GiB,16,8 GiB/vCPU,0,0 GiB,$1.058 hourly,,,$0.1955 hourly,$1.794 hourly,,,$0.3315 hourly
E16s v7,E16s v7,128 GiB,16,8 GiB/vCPU,0,0 GiB,,,,,,,,
E16 v3,E16 v3,128 GiB,16,8 GiB/vCPU,0,400 GiB,$1.008 hourly,,,$0.1863 hourly,$1.744 hourly,,,$0.3223 hourly
E16 v4,E16 v4,128 GiB,16,8 GiB/vCPU,0,0 GiB,$1.008 hourly,,,$0.2485 hourly,$1.744 hourly,,,$0.4301 hourly
E16 v5,E16 v5,128 GiB,16,8 GiB/vCPU,0,0 GiB,$1.008 hourly,,,$0.2485 hourly,$1.744 hourly,,,$0.4301 hourly
E192ds v7,E192ds v7,1536 GiB,192,8 GiB/vCPU,0,10560 GiB,,,,,,,,
E192ibds v6,E192ibds v6,1832 GiB,192,9.54 GiB/vCPU,0,10560 GiB,$18.758 hourly,,,$3.7516 hourly,$27.59 hourly,,,$5.518 hourly
E192ibs v6,E192ibs v6,1832 GiB,192,9.54 GiB/vCPU,0,0 GiB,$16.742 hourly,,,$3.3484 hourly,$25.574 hourly,,,$5.1148 hourly
E192ids v6,E192ids v6,1832 GiB,192,9.54 GiB/vCPU,0,10560 GiB,$17.268 hourly,,,$3.1911 hourly,$26.10 hourly,,,$4.8233 hourly
E192s v7,E192s v7,1536 GiB,192,8 GiB/vCPU,0,0 GiB,,,,,,,,
E20ads v5,E20ads v5,160 GiB,20,8 GiB/vCPU,0,750 GiB,$1.31 hourly,,,$0.2421 hourly,$2.23 hourly,,,$0.4121 hourly
E20ads v6,E20ads v6,160 GiB,20,8 GiB/vCPU,0,1100 GiB,$1.452 hourly,,,$0.2846 hourly,$2.372 hourly,,,$0.4649 hourly
E20as v4,E20as v4,160 GiB,20,8 GiB/vCPU,0,320 GiB,$1.26 hourly,,,$0.2328 hourly,$2.18 hourly,,,$0.4029 hourly
E20as v5,E20as v5,160 GiB,20,8 GiB/vCPU,0,0 GiB,$1.13 hourly,,,$0.2088 hourly,$2.05 hourly,,,$0.3788 hourly
E20as v6,E20as v6,160 GiB,20,8 GiB/vCPU,0,0 GiB,$1.192 hourly,,,$0.2336 hourly,$2.112 hourly,,,$0.414 hourly
E20a v4,E20a v4,160 GiB,20,8 GiB/vCPU,0,500 GiB,$1.26 hourly,,,$0.2328 hourly,$2.18 hourly,,,$0.4029 hourly
E20ds v4,E20ds v4,160 GiB,20,8 GiB/vCPU,0,750 GiB,$1.44 hourly,,,$0.3168 hourly,$2.36 hourly,,,$0.5482 hourly
E20ds v5,E20ds v5,160 GiB,20,8 GiB/vCPU,0,750 GiB,$1.44 hourly,,,$0.323 hourly,$2.36 hourly,,,$0.5525 hourly
E20ds v6,E20ds v6,160 GiB,20,8 GiB/vCPU,0,1100 GiB,$1.635 hourly,,,$0.3021 hourly,$2.555 hourly,,,$0.4722 hourly
 E20ds v7, E20ds v7,160 GiB,20,8 GiB/vCPU,0,1100 GiB,,,,,,,,
E20d v4,E20d v4,160 GiB,20,8 GiB/vCPU,0,750 GiB,$1.44 hourly,,,$0.3168 hourly,$2.36 hourly,,,$0.5482 hourly
E20d v5,E20d v5,160 GiB,20,8 GiB/vCPU,0,750 GiB,$1.44 hourly,,,$0.323 hourly,$2.36 hourly,,,$0.5525 hourly
Standard E20pds v5,E20pds v5,160 GiB,20,8 GiB/vCPU,0,750 GiB,$1.152 hourly,,,$0.2129 hourly,,,,
Standard E20ps v5,E20ps v5,160 GiB,20,8 GiB/vCPU,0,0 GiB,$1.008 hourly,,,$0.1863 hourly,,,,
E20s v3,E20s v3,160 GiB,20,8 GiB/vCPU,0,320 GiB,$1.26 hourly,,,$0.2328 hourly,$2.18 hourly,,,$0.4029 hourly
E20s v4,E20s v4,160 GiB,20,8 GiB/vCPU,0,0 GiB,$1.26 hourly,,,$0.3106 hourly,$2.18 hourly,,,$0.5376 hourly
E20s v5,E20s v5,160 GiB,20,8 GiB/vCPU,0,0 GiB,$1.26 hourly,,,$0.3106 hourly,$2.18 hourly,,,$0.5376 hourly
E20s v6,E20s v6,160 GiB,20,8 GiB/vCPU,0,0 GiB,$1.323 hourly,,,$0.2445 hourly,$2.243 hourly,,,$0.4145 hourly
E20s v7,E20s v7,160 GiB,20,8 GiB/vCPU,0,0 GiB,,,,,,,,
E20 v3,E20 v3,160 GiB,20,8 GiB/vCPU,0,600 GiB,$1.26 hourly,,,$0.2328 hourly,$2.18 hourly,,,$0.4029 hourly
E20 v4,E20 v4,160 GiB,20,8 GiB/vCPU,0,0 GiB,$1.26 hourly,,,$0.3106 hourly,$2.18 hourly,,,$0.5376 hourly
E20 v5,E20 v5,160 GiB,20,8 GiB/vCPU,0,0 GiB,$1.26 hourly,,,$0.3106 hourly,$2.18 hourly,,,$0.5376 hourly
E248ds v7,E248ds v7,1984 GiB,248,8 GiB/vCPU,0,13640 GiB,,,,,,,,
E248s v7,E248s v7,1984 GiB,248,8 GiB/vCPU,0,0 GiB,,,,,,,,
E2ads v5,E2ads v5,16 GiB,2,8 GiB/vCPU,0,75 GiB,$0.131 hourly,,,$0.0242 hourly,$0.223 hourly,,,$0.0412 hourly
E2ads v6,E2ads v6,16 GiB,2,8 GiB/vCPU,0,110 GiB,$0.145 hourly,,,$0.0284 hourly,$0.237 hourly,,,$0.0465 hourly
E2ads v7,E2ads v7,16 GiB,2,8 GiB/vCPU,0,110 GiB,$0.145 hourly,,,$0.0268 hourly,$0.145 hourly,,,$0.0268 hourly
E2as v4,E2as v4,16 GiB,2,8 GiB/vCPU,0,32 GiB,$0.126 hourly,,,$0.0233 hourly,$0.218 hourly,,,$0.0403 hourly
E2as v5,E2as v5,16 GiB,2,8 GiB/vCPU,0,0 GiB,$0.113 hourly,,,$0.0209 hourly,$0.205 hourly,,,$0.0379 hourly
E2as v6,E2as v6,16 GiB,2,8 GiB/vCPU,0,0 GiB,$0.119 hourly,,,$0.0233 hourly,$0.211 hourly,,,$0.0414 hourly
E2as v7,E2as v7,16 GiB,2,8 GiB/vCPU,0,0 GiB,$0.119 hourly,,,$0.022 hourly,$0.211 hourly,,,$0.039 hourly
E2a v4,E2a v4,16 GiB,2,8 GiB/vCPU,0,50 GiB,$0.126 hourly,,,$0.0233 hourly,$0.218 hourly,,,$0.0403 hourly
E2bds v5,E2bds v5,16 GiB,2,8 GiB/vCPU,0,75 GiB,$0.167 hourly,,,$0.0375 hourly,$0.259 hourly,,,$0.0606 hourly
E2bds v6,E2bds v6,16 GiB,2,8 GiB/vCPU,0,110 GiB,$0.195 hourly,,,$0.039 hourly,$0.287 hourly,,,$0.0574 hourly
E2bs v5,E2bs v5,16 GiB,2,8 GiB/vCPU,0,0 GiB,$0.149 hourly,,,$0.0367 hourly,$0.241 hourly,,,$0.0594 hourly
E2bs v6,E2bs v6,16 GiB,2,8 GiB/vCPU,0,0 GiB,$0.174 hourly,,,$0.0322 hourly,$0.266 hourly,,,$0.0492 hourly
E2ds v4,E2ds v4,16 GiB,2,8 GiB/vCPU,0,75 GiB,$0.144 hourly,,,$0.0317 hourly,$0.236 hourly,,,$0.0548 hourly
E2ds v5,E2ds v5,16 GiB,2,8 GiB/vCPU,0,75 GiB,$0.144 hourly,,,$0.0323 hourly,$0.236 hourly,,,$0.0552 hourly
E2ds v6,E2ds v6,16 GiB,2,8 GiB/vCPU,0,110 GiB,$0.164 hourly,,,$0.0303 hourly,$0.256 hourly,,,$0.0473 hourly
E2ds v7,E2ds v7,16 GiB,2,8 GiB/vCPU,0,110 GiB,,,,,,,,
E2d v4,E2d v4,16 GiB,2,8 GiB/vCPU,0,75 GiB,$0.144 hourly,,,$0.0317 hourly,$0.236 hourly,,,$0.0548 hourly
E2d v5,E2d v5,16 GiB,2,8 GiB/vCPU,0,75 GiB,$0.144 hourly,,,$0.0323 hourly,$0.236 hourly,,,$0.0552 hourly
E2nds v6,E2nds v6,16 GiB,2,8 GiB/vCPU,0,110 GiB,$0.214 hourly,,,$0.0395 hourly,$0.306 hourly,,,$0.0565 hourly
E2ns v6,E2ns v6,16 GiB,2,8 GiB/vCPU,0,0 GiB,$0.173 hourly,,,$0.032 hourly,$0.265 hourly,,,$0.049 hourly
Standard E2pds v5,E2pds v5,16 GiB,2,8 GiB/vCPU,0,75 GiB,$0.115 hourly,,,$0.0213 hourly,,,,
Standard E2pds v6,E2pds v6,16 GiB,2,8 GiB/vCPU,0,110 GiB,$0.117 hourly,,,$0.0306 hourly,,,,
Standard E2ps v5,E2ps v5,16 GiB,2,8 GiB/vCPU,0,0 GiB,$0.101 hourly,,,$0.0187 hourly,,,,
Standard E2ps v6,E2ps v6,16 GiB,2,8 GiB/vCPU,0,0 GiB,$0.0922 hourly,,,$0.0241 hourly,,,,
E2s v3,E2s v3,16 GiB,2,8 GiB/vCPU,0,32 GiB,$0.126 hourly,,,$0.0233 hourly,$0.218 hourly,,,$0.0403 hourly
E2s v4,E2s v4,16 GiB,2,8 GiB/vCPU,0,0 GiB,$0.126 hourly,,,$0.0311 hourly,$0.218 hourly,,,$0.0538 hourly
E2s v5,E2s v5,16 GiB,2,8 GiB/vCPU,0,0 GiB,$0.126 hourly,,,$0.0311 hourly,$0.218 hourly,,,$0.0538 hourly
E2s v6,E2s v6,16 GiB,2,8 GiB/vCPU,0,0 GiB,$0.132 hourly,,,$0.0244 hourly,$0.224 hourly,,,$0.0414 hourly
E2s v7,E2s v7,16 GiB,2,8 GiB/vCPU,0,0 GiB,,,,,,,,
E2 v3,E2 v3,16 GiB,2,8 GiB/vCPU,0,50 GiB,$0.126 hourly,,,$0.0233 hourly,$0.218 hourly,,,$0.0403 hourly
E2 v4,E2 v4,16 GiB,2,8 GiB/vCPU,0,0 GiB,$0.126 hourly,,,$0.0311 hourly,$0.218 hourly,,,$0.0538 hourly
E2 v5,E2 v5,16 GiB,2,8 GiB/vCPU,0,0 GiB,$0.126 hourly,,,$0.0311 hourly,$0.218 hourly,,,$0.0538 hourly
E32-8s v6,E32-8s v6,256 GiB,32,8 GiB/vCPU,0,0 GiB,$2.016 hourly,,,$0.4969 hourly,$3.589 hourly,,,$0.6632 hourly
E32ads v5,E32ads v5,256 GiB,32,8 GiB/vCPU,0,1200 GiB,$2.096 hourly,,,$0.3873 hourly,$3.568 hourly,,,$0.6594 hourly
E32ads v6,E32ads v6,256 GiB,32,8 GiB/vCPU,0,1760 GiB,$2.323 hourly,,,$0.4553 hourly,$3.795 hourly,,,$0.7438 hourly
E32ads v7,E32ads v7,256 GiB,32,8 GiB/vCPU,0,1760 GiB,$2.323 hourly,,,$0.4293 hourly,$2.323 hourly,,,$0.4293 hourly
E32as v4,E32as v4,256 GiB,32,8 GiB/vCPU,0,512 GiB,$2.016 hourly,,,$0.3726 hourly,$3.488 hourly,,,$0.6446 hourly
E32as v5,E32as v5,256 GiB,32,8 GiB/vCPU,0,0 GiB,$1.808 hourly,,,$0.3341 hourly,$3.28 hourly,,,$0.6061 hourly
E32as v6,E32as v6,256 GiB,32,8 GiB/vCPU,0,0 GiB,$1.907 hourly,,,$0.3738 hourly,$3.379 hourly,,,$0.6623 hourly
E32as v7,E32as v7,256 GiB,32,8 GiB/vCPU,0,0 GiB,$1.907 hourly,,,$0.3524 hourly,$3.379 hourly,,,$0.6244 hourly
E32a v4,E32a v4,256 GiB,32,8 GiB/vCPU,0,800 GiB,$2.016 hourly,,,$0.3726 hourly,$3.488 hourly,,,$0.6446 hourly
E32bds v5,E32bds v5,256 GiB,32,8 GiB/vCPU,0,1200 GiB,$2.672 hourly,,,$0.5993 hourly,$4.144 hourly,,,$0.9701 hourly
E32bds v6,E32bds v6,256 GiB,32,8 GiB/vCPU,0,1760 GiB,$3.126 hourly,,,$0.5777 hourly,$4.598 hourly,,,$0.8497 hourly
E32bs v5,E32bs v5,256 GiB,32,8 GiB/vCPU,0,0 GiB,$2.384 hourly,,,$0.5877 hourly,$3.856 hourly,,,$0.9509 hourly
E32bs v6,E32bs v6,256 GiB,32,8 GiB/vCPU,0,0 GiB,$2.79 hourly,,,$0.5156 hourly,$4.262 hourly,,,$0.7876 hourly
E32ds v4,E32ds v4,256 GiB,32,8 GiB/vCPU,0,1200 GiB,$2.304 hourly,,,$0.5069 hourly,$3.776 hourly,,,$0.8772 hourly
E32ds v5,E32ds v5,256 GiB,32,8 GiB/vCPU,0,1200 GiB,$2.304 hourly,,,$0.5168 hourly,$3.776 hourly,,,$0.884 hourly
E32ds v6,E32ds v6,256 GiB,32,8 GiB/vCPU,0,1760 GiB,$2.616 hourly,,,$0.4834 hourly,$4.088 hourly,,,$0.7555 hourly
E32ds v7,E32ds v7,256 GiB,32,8 GiB/vCPU,0,1760 GiB,,,,,,,,
E32d v4,E32d v4,256 GiB,32,8 GiB/vCPU,0,1200 GiB,$2.304 hourly,,,$0.5069 hourly,$3.776 hourly,,,$0.8772 hourly
E32d v5,E32d v5,256 GiB,32,8 GiB/vCPU,0,1200 GiB,$2.304 hourly,,,$0.5168 hourly,$3.776 hourly,,,$0.884 hourly
E32nds v6,E32nds v6,256 GiB,32,8 GiB/vCPU,0,1760 GiB,$3.427 hourly,,,$0.6333 hourly,$4.899 hourly,,,$0.9053 hourly
E32ns v6,E32ns v6,256 GiB,32,8 GiB/vCPU,0,0 GiB,$2.773 hourly,,,$0.5125 hourly,$4.245 hourly,,,$0.7845 hourly
Standard E32pds v5,E32pds v5,208 GiB,32,6.5 GiB/vCPU,0,1200 GiB,$1.843 hourly,,,$0.3406 hourly,,,,
Standard E32pds v6,E32pds v6,256 GiB,32,8 GiB/vCPU,0,1760 GiB,$1.872 hourly,,,$0.4895 hourly,,,,
Standard E32ps v5,E32ps v5,208 GiB,32,6.5 GiB/vCPU,0,0 GiB,$1.613 hourly,,,$0.2981 hourly,,,,
Standard E32ps v6,E32ps v6,256 GiB,32,8 GiB/vCPU,0,0 GiB,$1.475 hourly,,,$0.3857 hourly,,,,
E32s v3,E32s v3,256 GiB,32,8 GiB/vCPU,0,512 GiB,$2.016 hourly,,,$0.3726 hourly,$3.488 hourly,,,$0.6446 hourly
E32s v4,E32s v4,256 GiB,32,8 GiB/vCPU,0,0 GiB,$2.016 hourly,,,$0.4969 hourly,$3.488 hourly,,,$0.8601 hourly
E32s v5,E32s v5,256 GiB,32,8 GiB/vCPU,0,0 GiB,$2.016 hourly,,,$0.4969 hourly,$3.488 hourly,,,$0.8601 hourly
E32s v6,E32s v6,256 GiB,32,8 GiB/vCPU,0,0 GiB,$2.117 hourly,,,$0.3912 hourly,$3.589 hourly,,,$0.6632 hourly
E32s v7,E32s v7,256 GiB,32,8 GiB/vCPU,0,0 GiB,,,,,,,,
E32 v3,E32 v3,256 GiB,32,8 GiB/vCPU,0,800 GiB,$2.016 hourly,,,$0.3726 hourly,$3.488 hourly,,,$0.6446 hourly
E32 v4,E32 v4,256 GiB,32,8 GiB/vCPU,0,0 GiB,$2.016 hourly,,,$0.4969 hourly,$3.488 hourly,,,$0.8601 hourly
E32 v5,E32 v5,256 GiB,32,8 GiB/vCPU,0,0 GiB,$2.016 hourly,,,$0.4969 hourly,$3.488 hourly,,,$0.8601 hourly
E372ids v7,E372ids v7,2826 GiB,372,7.6 GiB/vCPU,0,20460 GiB,,,,,,,,
E372is v7,E372is v7,2826 GiB,372,7.6 GiB/vCPU,0,0 GiB,,,,,,,,
E4-2s v6,E4-2s v6,32 GiB,4,8 GiB/vCPU,0,0 GiB,$0.262 hourly,,,$0.0484 hourly,$0.449 hourly,,,$0.083 hourly
E48ads v5,E48ads v5,384 GiB,48,8 GiB/vCPU,0,1800 GiB,$3.144 hourly,,,$0.581 hourly,$5.352 hourly,,,$0.9891 hourly
E48ads v6,E48ads v6,384 GiB,48,8 GiB/vCPU,0,2640 GiB,$3.485 hourly,,,$0.6831 hourly,$5.693 hourly,,,$1.1158 hourly
E48ads v7,E48ads v7,384 GiB,48,8 GiB/vCPU,0,2640 GiB,$3.485 hourly,,,$0.644 hourly,$3.485 hourly,,,$0.644 hourly
E48as v4,E48as v4,384 GiB,48,8 GiB/vCPU,0,768 GiB,$3.024 hourly,,,$0.5588 hourly,$5.232 hourly,,,$0.9669 hourly
E48as v5,E48as v5,384 GiB,48,8 GiB/vCPU,0,0 GiB,$2.712 hourly,,,$0.5012 hourly,$4.92 hourly,,,$0.9092 hourly
E48as v6,E48as v6,384 GiB,48,8 GiB/vCPU,0,0 GiB,$2.861 hourly,,,$0.5608 hourly,$5.069 hourly,,,$0.9935 hourly
E48as v7,E48as v7,384 GiB,48,8 GiB/vCPU,0,0 GiB,$2.861 hourly,,,$0.5287 hourly,$5.069 hourly,,,$0.9368 hourly
E48a v4,E48a v4,384 GiB,48,8 GiB/vCPU,0,1200 GiB,$3.024 hourly,,,$0.5588 hourly,$5.232 hourly,,,$0.9669 hourly
E48bds v5,E48bds v5,384 GiB,48,8 GiB/vCPU,0,1800 GiB,$4.008 hourly,,,$0.899 hourly,$6.216 hourly,,,$1.4552 hourly
E48bds v6,E48bds v6,384 GiB,48,8 GiB/vCPU,0,2640 GiB,$4.69 hourly,,,$0.938 hourly,$6.898 hourly,,,$1.3796 hourly
E48bs v5,E48bs v5,384 GiB,48,8 GiB/vCPU,0,0 GiB,$3.576 hourly,,,$0.8815 hourly,$5.784 hourly,,,$1.4263 hourly
E48bs v6,E48bs v6,384 GiB,48,8 GiB/vCPU,0,0 GiB,$4.186 hourly,,,$0.8372 hourly,$6.394 hourly,,,$1.2788 hourly
E48ds v4,E48ds v4,384 GiB,48,8 GiB/vCPU,0,1800 GiB,$3.456 hourly,,,$0.7603 hourly,$5.664 hourly,,,$1.3157 hourly
E48ds v5,E48ds v5,384 GiB,48,8 GiB/vCPU,0,1800 GiB,$3.456 hourly,,,$0.7752 hourly,$5.664 hourly,,,$1.3259 hourly
E48ds v6,E48ds v6,384 GiB,48,8 GiB/vCPU,0,2640 GiB,$3.924 hourly,,,$0.7252 hourly,$6.132 hourly,,,$1.1332 hourly
E48ds v7,E48ds v7,384 GiB,48,8 GiB/vCPU,0,2640 GiB,,,,,,,,
E48d v4,E48d v4,384 GiB,48,8 GiB/vCPU,0,1800 GiB,$3.456 hourly,,,$0.7603 hourly,$5.664 hourly,,,$1.3157 hourly
E48d v5,E48d v5,384 GiB,48,8 GiB/vCPU,0,1800 GiB,$3.456 hourly,,,$0.7752 hourly,$5.664 hourly,,,$1.3259 hourly
E48nds v6,E48nds v6,384 GiB,48,8 GiB/vCPU,0,2640 GiB,$5.141 hourly,,,$0.9501 hourly,$7.349 hourly,,,$1.3581 hourly
E48ns v6,E48ns v6,384 GiB,48,8 GiB/vCPU,0,0 GiB,$4.159 hourly,,,$0.7686 hourly,$6.367 hourly,,,$1.1766 hourly
Standard E48pds v6,E48pds v6,384 GiB,48,8 GiB/vCPU,0,2640 GiB,$2.808 hourly,,,$0.7343 hourly,,,,
Standard E48ps v6,E48ps v6,384 GiB,48,8 GiB/vCPU,0,0 GiB,$2.213 hourly,,,$0.5787 hourly,,,,
E48s v3,E48s v3,384 GiB,48,8 GiB/vCPU,0,768 GiB,$3.024 hourly,,,$0.5588 hourly,$5.232 hourly,,,$0.9669 hourly
E48s v4,E48s v4,384 GiB,48,8 GiB/vCPU,0,0 GiB,$3.024 hourly,,,$0.7454 hourly,$5.232 hourly,,,$1.2902 hourly
